采集时间,环境湿度（%）,环境温度（℃）,设备启动数量（台）,供水温度（℃）,回水温度（℃）,瞬时流量（m3/h）,总制热量（GJ）,总耗电量（kW·h),机组耗电(kW·h）,热单耗（GJ/㎡）,电单耗(kW·h/m2）,系统COP,机组COP,除霜时间（s）,除霜次数,
2021-02-24 18时,71.38,-0.35,4,41.1,39.36,45.37,0.32,37.2,37,0.01,0.86,2.39,2.4,650,2,
2021-02-24 19时,69.24,0.71,3,40.31,39.07,45.5,0.23,28.8,28,0.01,0.66,2.22,2.28,337,1,
2021-02-24 20时,74.55,0.46,3,39.57,38.43,45.5,0.22,27.6,26,0.01,0.64,2.21,2.35,1035,3,
2021-02-24 21时,79.66,0.04,3,38.93,37.79,45.59,0.22,27.6,25,0.01,0.64,2.21,2.44,1339,4,
2021-02-24 22时,86.39,-0.29,3,38.2,37.14,45.48,0.21,26.4,25,0,0.61,2.21,2.33,1067,3,
2021-02-24 23时,92.14,-0.58,4,38.16,36.8,45.4,0.26,34.8,32,0.01,0.8,2.08,2.26,,,
2021-02-25 00时,94.17,-0.64,4,38.35,36.93,,,,,,,,,,,
2021-02-25 01时,94.51,-0.92,5,39.06,38,,,,,,,,,1886,5,
2021-02-25 02时,95.02,-1.02,5,39.59,38.07,45.29,0.22,31.2,29,0.01,0.72,1.96,2.11,,,
2021-02-25 03时,95.2,-0.92,4,39.52,38.17,45.55,0.27,36,34,0.01,0.83,2.08,2.21,1886,5,
2021-02-25 04时,95.03,-0.8,4,39.3,37.97,45.36,0.26,34.8,33,0.01,0.8,2.08,2.19,1922,5,
2021-02-25 05时,95.16,-0.99,4,39.07,37.76,45.48,0.26,34.8,33,0.01,0.8,2.08,2.19,,,
2021-02-25 06时,95.21,-0.92,4,38.77,37.45,45.4,0.25,34.8,32,0.01,0.8,2,2.17,,,
2021-02-25 07时,95.23,-0.88,4,38.42,37.17,45.31,0.24,34.8,32,0.01,0.8,1.92,2.08,,,
2021-02-25 08时,95.26,-0.68,5,38.21,36.82,45.33,0.27,37.2,35,0.01,0.86,2.02,2.14,,,
2021-02-25 09时,95.28,-0.4,6,38.99,37.12,45.24,0.35,49.2,47,0.01,1.14,1.98,2.07,2428,6,
2021-02-25 10时,94.3,-0.06,6,39.96,38.02,45.37,0.36,49.2,48,0.01,1.14,2.03,2.08,,,
2021-02-25 11时,93.85,0.26,5,40.7,39.03,45.29,0.31,42,40,0.01,0.97,2.05,2.15,,,
2021-02-25 12时,94.49,0.2,4,40.37,39.02,45.46,0.25,34.8,33,0.01,0.8,2,2.1,,,
2021-02-25 13时,94.57,0.37,4,39.72,38.38,45.47,0.25,33.6,32,0.01,0.78,2.07,2.17,,,
2021-02-25 14时,94.37,0.17,5,39.4,37.92,45.26,0.28,39.6,38,0.01,0.91,1.96,2.05,,,
2021-02-25 15时,93.46,0.28,5,39.37,37.84,45.16,0.29,40.8,39,0.01,0.94,1.97,2.07,2216,6,
2021-02-25 16时,91.43,0.38,5,39.34,37.77,45.25,0.31,42,41,0.01,0.97,2.05,2.1,,,
2021-02-25 17时,94.5,-0.31,6,39.87,38.12,45.11,0.33,49.2,47,0.01,1.14,1.86,1.95,2275,6,
2021-02-25 18时,92.38,-0.89,6,40.66,38.8,45.22,0.34,49.2,48,0.01,1.14,1.92,1.97,2218,6,
2021-02-25 19时,90.66,-0.79,5,40.87,39.25,45.41,0.29,39.6,38,0.01,0.91,2.03,2.12,1522,4,
2021-02-25 20时,89.31,-0.68,4,40.12,38.72,45.41,0.26,36,33,0.01,0.83,2.01,2.19,,,
2021-02-25 21时,88.09,-0.79,4,39.58,38.16,45.4,0.27,34.8,32,0.01,0.8,2.16,2.34,,,
2021-02-25 22时,87.5,-1.24,4,39.03,37.67,45.47,0.26,34.8,32,0.01,0.8,2.08,2.26,,,
2021-02-25 23时,82.74,-1.57,4,38.83,37.3,45.33,0.29,34.8,34,0.01,0.8,2.31,2.37,,,
2021-02-26 00时,77.89,-1.62,4,38.58,37.08,,,,,,,,,,,
2021-02-26 01时,74.92,-2.02,4,38.55,37.06,,,,,,,,,1146,3,
2021-02-26 02时,76.01,-2.32,5,39.29,37.34,45.25,0.26,32.4,31,0.01,0.75,2.23,2.33,,,
2021-02-26 03时,73.11,-2.31,5,39.66,37.86,45.33,0.34,44.4,43,0.01,1.02,2.13,2.2,,,
2021-02-26 04时,78.15,-2.26,5,40.11,38.39,45.39,0.32,40.8,39,0.01,0.94,2.18,2.28,,,
2021-02-26 05时,82.22,-2.77,4,39.62,38.2,45.4,0.27,34.8,33,0.01,0.8,2.16,2.27,,,
2021-02-26 06时,84.59,-2.95,4,39.29,37.72,45.42,0.3,38.4,36,0.01,0.89,2.17,2.31,,,
2021-02-26 07时,81.35,-2.25,6,39.84,37.88,45.22,0.38,51.6,50,0.01,1.19,2.05,2.11,,,
2021-02-26 08时,80.96,-1.74,6,40.94,38.94,45.18,0.37,51.6,49,0.01,1.19,1.99,2.1,,,
2021-02-26 09时,77.13,-0.51,5,40.8,38.85,45.24,0.36,44.4,42,0.01,1.02,2.25,2.38,,,
2021-02-26 10时,69.03,0.89,5,39.93,38.01,45.43,0.36,43.2,42,0.01,1,2.31,2.38,,,
2021-02-26 11时,57.33,2.35,5,39.78,37.96,45.25,0.34,42,41,0.01,0.97,2.25,2.3,,,
2021-02-26 12时,46.23,3.35,4,39.95,38.19,45.45,0.32,36,34,0.01,0.83,2.47,2.61,760,3,
2021-02-26 13时,41.83,3.97,4,39.92,38.36,45.42,0.29,32.4,30,0.01,0.75,2.49,2.69,636,3,
2021-02-26 14时,36.1,4.32,3,39.31,38.04,45.43,0.24,27.6,26,0.01,0.64,2.42,2.56,391,2,
2021-02-26 15时,32.8,4.98,3,39.07,37.88,45.51,0.22,27.6,25,0.01,0.64,2.21,2.44,,,
2021-02-26 16时,37.87,4.43,3,39.23,37.96,45.53,0.24,26.4,24,0.01,0.61,2.53,2.78,158,1,
2021-02-26 17时,44.84,3.32,2,38.89,37.88,45.54,0.2,20.4,18,0,0.47,2.72,3.09,,,
2021-02-26 18时,49.86,1.64,3,38.8,37.53,45.58,0.24,26.4,25,0.01,0.61,2.53,2.67,,,
2021-02-26 19时,49.2,1.35,4,39.29,37.75,45.37,0.28,34.8,33,0.01,0.8,2.23,2.36,,,
2021-02-26 20时,45.81,1.45,3,39.93,38.54,45.48,0.26,30,28,0.01,0.69,2.41,2.58,,,
2021-02-26 21时,39.9,1.86,2,39.13,38.19,45.53,0.18,20.4,18,0,0.47,2.45,2.78,,,
2021-02-26 22时,39.88,3.02,2,38.15,37.24,45.5,0.17,19.2,17,0,0.44,2.46,2.78,,,
2021-02-26 23时,43.05,2.05,3,37.51,36.42,45.43,0.21,24,23,0,0.55,2.43,2.54,,,
2021-02-27 00时,46.33,1.34,4,38.35,36.66,,,,,,,,,,,
2021-02-27 01时,42.91,2.22,3,39.2,37.83,45.39,0,0,0,0,0,,,,,
2021-02-27 05时,28.66,2.72,2,36.81,35.75,,,,,,,,,,,
2021-02-27 06时,28.7,2.82,4,37.12,35.63,,,,,,,,,,,
2021-02-27 07时,27.5,3.26,6,39.58,37.11,,,,,,,,,,,
2021-02-27 08时,24.56,5.01,3,40.41,38.5,,,,,,,,,,,
2021-02-27 09时,29.48,5.82,4,37.45,35.59,45.35,0.15,15.6,14,0,0.36,2.67,2.98,,,
2021-02-27 10时,24.82,6.7,6,38.05,35.35,45.22,0.5,49.2,47,0.01,1.14,2.82,2.96,163,1,
2021-02-27 11时,24.87,8.04,4,39.23,37.03,45.4,0.42,36,34,0.01,0.83,3.24,3.43,,,
2021-02-27 12时,23.63,8.76,2,37.49,36.24,45.48,0.23,18,16,0.01,0.42,3.55,3.99,,,
2021-02-27 13时,22.32,9.01,4,36.76,35.01,45.44,0.32,30,30,0.01,0.69,2.96,2.96,115,1,
2021-02-27 14时,24.83,8.7,4,37.99,35.96,45.37,0.38,36,34,0.01,0.83,2.93,3.1,,,
2021-02-27 15时,25.34,8.69,3,38.47,37.01,45.51,0.28,22.8,21,0.01,0.53,3.41,3.7,,,
2021-02-27 16时,28.4,7.92,3,37.37,36,45.53,0.26,22.8,22,0.01,0.53,3.17,3.28,,,
2021-02-27 17时,35.29,6.43,4,38.45,36.6,45.36,0.35,36,34,0.01,0.83,2.7,2.86,,,
2021-02-27 18时,42.91,5.11,3,39.78,38.06,45.49,0.31,31.2,30,0.01,0.72,2.76,2.87,,,
2021-02-27 19时,48.92,4.76,2,39.67,38.38,45.49,0.24,22.8,22,0.01,0.53,2.92,3.03,,,
2021-02-27 20时,54.87,4.3,2,38.86,37.75,45.51,0.22,20.4,19,0.01,0.47,3,3.22,,,
2021-02-27 21时,60.07,3.95,2,37.99,36.99,45.4,0.19,19.2,18,0,0.44,2.75,2.93,252,1,
2021-02-27 22时,67.42,3.58,3,37.51,36.18,45.44,0.25,26.4,26,0.01,0.61,2.63,2.67,285,1,
2021-02-27 23时,73.32,3.08,3,37.58,36.32,45.39,0.23,27.6,26,0.01,0.64,2.31,2.46,932,3,
2021-02-28 00时,77.28,2.92,4,38.11,36.43,,,,,,,,,909,3,
2021-02-28 01时,78.66,3.21,4,38.67,37.03,45.5,0.28,33.6,30,0.01,0.78,2.31,2.59,,,
2021-02-28 02时,87.81,2.94,3,38.81,37.44,45.38,0.26,28.8,27,0.01,0.66,2.51,2.67,1322,4,
2021-02-28 03时,92.48,3.31,3,38.23,37.02,45.46,0.23,26.4,25,0.01,0.61,2.42,2.56,,,
2021-02-28 04时,91.67,3.53,3,37.83,36.55,45.39,0.25,28.8,27,0.01,0.66,2.41,2.57,,,
2021-02-28 05时,93.2,3.36,4,38.28,36.72,45.42,0.29,34.8,33,0.01,0.8,2.31,2.44,1329,4,
2021-02-28 06时,92.23,3.5,4,38.74,37.17,45.32,0.29,34.8,33,0.01,0.8,2.31,2.44,,,
2021-02-28 07时,93.23,4.1,4,39.12,37.56,45.37,0.3,33.6,33,0.01,0.78,2.48,2.53,,,
2021-02-28 08时,88.71,4.73,4,39.36,37.79,45.4,0.3,31.2,30,0.01,0.72,2.67,2.78,,,
2021-02-28 09时,87.28,4.78,3,38.31,36.93,45.37,0.27,27.6,25,0.01,0.64,2.72,3,,,
2021-02-28 10时,89.12,4.57,5,38.31,36.18,45.43,0.37,38.4,36,0.01,0.89,2.68,2.85,365,2,
2021-02-28 11时,88.97,4.7,5,38.61,36.55,45.22,0.34,37.2,35,0.01,0.86,2.54,2.7,1634,5,
2021-02-28 12时,89.45,4.22,5,38.59,36.5,45.13,0.35,38.4,36,0.01,0.89,2.53,2.7,,,
2021-02-28 13时,91.09,3.76,6,39.23,36.91,44.98,0.26,28.8,29,0.01,0.66,2.51,2.49,2095,6,
2021-02-28 14时,94.09,4.01,6,39.75,37.45,45.09,0.38,43.2,42,0.01,1,2.44,2.51,,,
2021-02-28 15时,95.44,4.09,4,39.29,37.45,45.39,0.35,34.8,33,0.01,0.8,2.79,2.95,1587,4,
2021-02-28 16时,95.68,4.31,5,38.54,36.52,45.24,0.38,40.8,38,0.01,0.94,2.59,2.78,,,
2021-02-28 17时,95.69,4.08,4,37.91,36.48,45.41,0.26,30,28,0.01,0.69,2.41,2.58,,,
2021-02-28 18时,95.65,3.87,3,38.03,36.6,45.41,0.22,21.6,19,0.01,0.5,2.83,3.22,,,
2021-02-28 19时,95.64,3.91,5,37.27,35.51,45.21,0.33,36,34,0.01,0.83,2.55,2.7,,,
2021-02-28 20时,95.59,3.9,5,37.93,35.99,45.2,0.36,42,39,0.01,0.97,2.38,2.56,,,
2021-02-28 21时,95.56,4.13,5,38.35,36.44,45.23,0.36,40.8,39,0.01,0.94,2.45,2.56,1895,5,
2021-02-28 22时,95.58,4.35,4,38.31,36.61,45.31,0.32,34.8,32,0.01,0.8,2.55,2.78,,,
2021-02-28 23时,95.55,4.24,4,37.9,36.27,45.28,0.3,33.6,31,0.01,0.78,2.48,2.69,,,
2021-03-01 00时,95.49,3.22,4,37.61,35.92,,,,,,,,,,,
2021-03-01 01时,95.27,0.82,6,38.11,36.01,,,,,,,,,,,
2021-03-01 02时,95.17,-0.24,6,38.44,36.48,45.16,0.34,45.6,44,0.01,1.05,2.07,2.15,,,
2021-03-01 03时,95.11,-1.03,7,38.81,36.69,45.28,0.39,55.2,52,0.01,1.27,1.96,2.08,,,
2021-03-01 04时,94.98,-2.28,7,39.69,37.46,45.2,0.42,57.6,57,0.01,1.33,2.03,2.05,,,
2021-03-01 05时,94.96,-3.02,6,39.96,37.99,45.19,0.37,50.4,48,0.01,1.16,2.04,2.14,,,
2021-03-01 06时,94.98,-3.42,6,40.06,38.02,45.07,0.38,52.8,51,0.01,1.22,2,2.07,,,
2021-03-01 07时,94.94,-4.13,7,40.59,38.37,45.22,0.41,61.2,60,0.01,1.41,1.86,1.9,,,
2021-03-01 08时,94.91,-4.63,7,41.4,38.85,45.35,0.47,62.4,60,0.01,1.44,2.09,2.18,,,
2021-03-01 09时,94.92,-4.65,7,40.53,37.95,45.16,0.48,58.8,58,0.01,1.36,2.27,2.3,,,
2021-03-01 10时,94.91,-4.65,9,40.12,37.3,45.35,0.53,74.4,73,0.01,1.72,1.98,2.02,,,
2021-03-01 11时,94.9,-4.41,9,41.46,38.44,45.33,0.56,78,76,0.01,1.8,1.99,2.05,,,
2021-03-01 12时,94.94,-4.19,7,41.7,39.39,45.17,0.42,57.6,55,0.01,1.33,2.03,2.12,,,
2021-03-01 13时,94.85,-4.78,6,40.85,38.7,45.14,0.39,54,52,0.01,1.25,2.01,2.08,,,
2021-03-01 14时,94.84,-4.95,7,40.66,38.32,45.19,0.43,61.2,59,0.01,1.41,1.95,2.02,2927,7,
2021-03-01 15时,94.9,-4.66,7,41.15,38.68,45.14,0.45,62.4,61,0.01,1.44,2,2.05,,,
2021-03-01 16时,94.95,-4.48,5,40.96,39.27,45.29,0.3,40.8,39,0.01,0.94,2.04,2.14,,,
2021-03-01 17时,94.93,-4.78,4,39.83,38.35,45.39,0.27,36,34,0.01,0.83,2.08,2.21,1565,4,
2021-03-01 18时,94.86,-5.35,5,39.42,37.72,45.23,0.33,42,41,0.01,0.97,2.18,2.24,1587,4,
2021-03-01 19时,94.78,-6.21,6,39.75,37.89,45.14,0.35,51.6,49,0.01,1.19,1.88,1.98,2029,5,
2021-03-01 20时,94.76,-6.51,6,40.28,38.33,45.26,0.36,51.6,50,0.01,1.19,1.94,2,,,
2021-03-01 21时,94.77,-6.46,6,40.53,38.72,45.15,0.33,48,46,0.01,1.11,1.91,1.99,1864,5,
2021-03-01 22时,94.83,-5.44,3,39.71,38.46,45.29,0.23,27.6,26,0.01,0.64,2.31,2.46,,,
2021-03-01 23时,94.86,-4.47,2,37.79,36.78,45.46,0.19,19.2,18,0,0.44,2.75,2.93,,,
2021-03-02 00时,92.25,-3.91,4,36.81,35.36,,,,,,,,,334,1,
2021-03-02 01时,89.47,-3.97,6,37.59,35.72,,,,,,,,,,,
2021-03-02 02时,88.43,-3.46,4,38.79,36.93,45.3,0.26,28.8,27,0.01,0.66,2.51,2.67,,,
2021-03-02 03时,83.12,-3.31,2,37.66,36.66,45.52,0.2,19.2,18,0,0.44,2.89,3.09,,,
2021-03-02 04时,78.61,-3.32,4,36.69,35.26,45.34,0.27,36,35,0.01,0.83,2.08,2.14,,,
2021-03-02 05时,73,-2.84,5,38.07,36.05,45.24,0.38,43.2,42,0.01,1,2.44,2.51,,,
2021-03-02 06时,67.78,-2.13,3,38.32,36.82,45.35,0.29,30,28,0.01,0.69,2.69,2.88,,,
2021-03-02 07时,71.58,-1.49,5,38.5,36.42,45.36,0.4,43.2,41,0.01,1,2.57,2.71,,,
2021-03-02 08时,72.38,-0.58,5,38.86,36.8,45.15,0.38,43.2,41,0.01,1,2.44,2.57,,,
2021-03-02 09时,71.29,0.43,5,37.75,35.54,45.17,0.34,37.2,35,0.01,0.86,2.54,2.7,960,3,
2021-03-02 10时,64.91,2.25,5,37.45,35.25,44.88,0,0,0,0,0,,,,,
2021-03-02 11时,63.33,5,5,37.6,35.63,45.22,0.3,32.4,32,0.01,0.75,2.57,2.6,456,5,
2021-03-02 12时,56.71,6.37,4,37.32,35.48,45.39,0.34,34.8,33,0.01,0.8,2.71,2.86,,,
2021-03-02 13时,51.44,7.02,4,37.39,35.51,45.52,0.35,34.8,33,0.01,0.8,2.79,2.95,,,
2021-03-02 14时,47.98,7.29,4,37.5,35.6,45.34,0.18,19.2,17,0,0.44,2.6,2.94,,,
2021-03-02 15时,48.46,6.75,4,37.76,35.99,,,,,,,,,1219,4,
2021-03-02 16时,53.42,5.75,4,38.04,36.07,45.55,0.31,31.2,30,0.01,0.72,2.76,2.87,,,
2021-03-02 17时,63.94,3.9,4,38.08,36.48,45.31,0.18,19.2,18,0,0.44,2.6,2.78,1249,4,
2021-03-02 18时,69.8,2.55,4,38.41,36.76,,,,,,,,,,,
2021-03-02 19时,68.42,2.45,4,38.63,36.94,45.42,0.19,21.6,20,0,0.5,2.44,2.64,1263,4,
2021-03-02 20时,69.69,2.29,4,38.65,37.04,45.37,0.3,34.8,32,0.01,0.8,2.39,2.6,268,1,
2021-03-02 21时,70.88,2.02,3,37.98,36.74,45.39,0.24,27.6,24,0.01,0.64,2.42,2.78,,,
2021-03-02 22时,70.58,2.05,3,37.29,36.06,45.28,0.23,26.4,24,0.01,0.61,2.42,2.66,,,
2021-03-02 23时,70.11,2.18,3,36.76,35.42,45.44,0.24,26.4,25,0.01,0.61,2.53,2.67,,,
2021-03-03 00时,67.49,2.14,3,36.16,34.92,,,,,,,,,875,3,
2021-03-03 01时,59.41,2.27,3,35.96,34.51,45.37,0.21,20.4,19,0,0.47,2.86,3.07,,,
2021-03-03 02时,42.75,2.74,4,35.9,34.38,45.47,0.28,31.2,30,0.01,0.72,2.49,2.59,,,
2021-03-03 03时,39.68,2.79,4,36.84,35.06,45.38,0.34,33.6,31,0.01,0.78,2.81,3.05,,,
2021-03-03 04时,37.3,3.27,2,36.34,35.19,45.5,0.22,19.2,18,0.01,0.44,3.18,3.4,,,
2021-03-03 05时,40.56,3.4,2,35.29,34.18,45.44,0.21,19.2,18,0,0.44,3.04,3.24,,,
2021-03-03 06时,46.05,3.34,4,35.23,33.61,45.27,0.3,31.2,29,0.01,0.72,2.67,2.87,,,
2021-03-03 07时,52.32,2.99,6,37.76,35.18,45.13,0.47,50.4,48,0.01,1.16,2.59,2.72,,,
2021-03-03 08时,53.78,3.54,3,38.74,36.93,45.32,0.34,30,28,0.01,0.69,3.15,3.37,,,
2021-03-03 09时,48.19,4.81,2,36.6,35.35,45.35,0.18,14.4,13,0,0.33,3.47,3.85,,,
2021-03-03 10时,43.28,5.76,4,35.6,33.66,45.42,0.36,33.6,31,0.01,0.78,2.98,3.23,,,
2021-03-03 11时,40.5,7.19,5,36.24,33.65,45.27,0.37,34.8,33,0.01,0.8,2.95,3.11,10,2,
2021-03-03 12时,38.36,8.01,5,37.13,34.58,,,,,,,,,,,
2021-03-03 13时,33.68,9,3,36.92,34.89,45.35,0.22,16.8,16,0.01,0.39,3.64,3.82,,,
2021-03-03 14时,31.32,9.28,3,36.42,34.61,45.42,0.31,25.2,24,0.01,0.58,3.42,3.59,,,
2021-03-03 15时,31.69,8.7,3,36.17,34.39,45.41,0.33,28.8,26,0.01,0.66,3.18,3.53,,,
2021-03-03 16时,33.42,7.98,3,35.98,34.16,45.3,0.33,30,27,0.01,0.69,3.06,3.4,,,
2021-03-03 17时,37.31,6.8,4,37.02,35,45.31,0.37,36,34,0.01,0.83,2.85,3.02,,,
2021-03-03 18时,41.9,5.7,3,38.07,36.28,45.37,0.34,31.2,29,0.01,0.72,3.03,3.26,,,
2021-03-03 19时,43.29,5.29,3,38.17,36.56,45.42,0.31,28.8,27,0.01,0.66,2.99,3.19,,,
2021-03-03 20时,45.48,5,2,37.98,36.64,45.39,0.25,22.8,22,0.01,0.53,3.05,3.16,,,
2021-03-03 21时,50.8,4.44,2,36.98,35.85,45.44,0.21,19.2,19,0,0.44,3.04,3.07,,,
2021-03-03 22时,55.23,3.89,2,36.05,34.93,45.39,0.21,19.2,18,0,0.44,3.04,3.24,,,
2021-03-03 23时,56.93,3.46,2,35.05,33.98,45.44,0.19,20.4,18,0,0.47,2.59,2.93,5,1,
2021-03-04 00时,61.74,2.93,4,35.49,33.73,,,,,,,,,,,
2021-03-04 01时,62.68,3.09,4,36.66,34.85,45.33,0.01,1.2,1,0,0.03,2.31,2.78,,,
2021-03-04 02时,62.66,3.43,2,36.68,35.37,45.31,0.24,22.8,20,0.01,0.53,2.92,3.33,,,
2021-03-04 03时,65.83,3.56,2,35.65,34.61,45.36,0.19,19.2,18,0,0.44,2.75,2.93,,,
2021-03-04 04时,67.36,3.99,4,36.41,34.46,45.15,0.36,37.2,36,0.01,0.86,2.69,2.78,121,3,
2021-03-04 05时,68.1,4.01,2,36.26,35.12,45.32,0.2,21.6,20,0,0.5,2.57,2.78,,,
2021-03-04 06时,67.86,3.66,3,36.06,34.54,45.42,0.28,28.8,27,0.01,0.66,2.7,2.88,,,
2021-03-04 07时,67.96,3.93,5,37.21,35.25,45.32,0.36,42,40,0.01,0.97,2.38,2.5,,,
2021-03-04 08时,64.5,4.86,3,38.04,36.44,45.28,0.3,27.6,25,0.01,0.64,3.02,3.33,,,
2021-03-04 09时,57.95,6.79,2,36.08,34.76,43.87,0.22,19.2,17,0.01,0.44,3.18,3.59,,,
2021-03-04 10时,58.08,8.51,3,34.94,33.48,45.4,0.26,25.2,23,0.01,0.58,2.87,3.14,422,2,
2021-03-04 11时,53.72,10.2,3,34.91,33.31,45.36,0.29,25.2,24,0.01,0.58,3.2,3.36,266,1,
2021-03-04 12时,50.43,11.64,3,35.33,33.58,45.49,0.32,27.6,26,0.01,0.64,3.22,3.42,,,
2021-03-04 13时,47.21,12.4,3,35.89,34.12,45.51,0.32,26.4,24,0.01,0.61,3.37,3.7,,,
2021-03-04 14时,44.42,12.76,2,34.56,33.32,45.43,0.19,14.4,13,0,0.33,3.67,4.06,5,1,
2021-03-04 15时,44.98,12.45,4,34.48,32.33,45.25,0.37,31.2,30,0.01,0.72,3.29,3.43,,,
2021-03-04 16时,50.91,11.39,5,36.3,33.75,45,0.45,39.6,38,0.01,0.91,3.16,3.29,,,
2021-03-04 17时,60.15,9.95,3,36.78,35.18,45.46,0.3,24,23,0.01,0.55,3.47,3.62,,,
2021-03-04 18时,66.65,8.51,3,36.01,34.79,45.35,0.21,20.4,19,0,0.47,2.86,3.07,,,
2021-03-04 19时,67.96,8.15,4,35.96,34.36,45.53,0.29,27.6,26,0.01,0.64,2.92,3.1,9,1,
2021-03-04 20时,69.63,7.78,4,36.3,34.65,45.36,0.3,28.8,27,0.01,0.66,2.89,3.09,,,
2021-03-04 21时,72.03,7.49,4,36.38,34.87,45.22,0.28,27.6,26,0.01,0.64,2.82,2.99,15,3,
2021-03-04 22时,74.42,7.78,3,36.12,34.94,45.37,0.22,19.2,17,0.01,0.44,3.18,3.59,,,
2021-03-04 23时,74.67,7.85,2,34.22,33.47,45.4,0.13,13.2,11,0,0.3,2.74,3.28,,,
2021-03-05 00时,72.97,8.16,4,34.16,32.69,,,,,,,,,,,
2021-03-05 01时,70.62,8.6,4,34.84,33.26,44.84,0,0,0,0,0,,,,,
2021-03-05 02时,62.95,8.85,4,35.37,33.87,,,,,,,,,5,1,
2021-03-05 03时,60,8.85,3,35.11,33.88,,,,,,,,,,,
2021-03-05 04时,46.46,9.52,3,34.62,33.44,,,,,,,,,5,1,
2021-03-05 05时,38.89,10.51,3,34.13,32.96,,,,,,,,,,,
2021-03-05 06时,40.58,9.92,4,34.28,32.72,,,,,,,,,,,
2021-03-05 07时,35.11,10.86,4,37.14,34.78,,,,,,,,,,,
2021-03-05 08时,40.17,11.25,2,35.49,33.95,45.41,0.19,13.2,12,0,0.3,4,4.4,,,
2021-03-05 09时,47.45,11.84,3,33.09,31.31,45.31,0.31,22.8,20,0.01,0.53,3.78,4.31,,,
2021-03-05 10时,42.13,13.64,3,32.83,30.72,45.24,0.38,26.4,25,0.01,0.61,4,4.22,,,
2021-03-05 11时,43.51,14.81,2,31.28,29.78,45.19,0.27,18,16,0.01,0.42,4.17,4.69,,,
2021-03-05 12时,40.28,16.34,2,30.25,28.77,45.16,0.22,14.4,13,0.01,0.33,4.24,4.7,,,
2021-03-05 13时,38.4,16.46,3,30.18,28.36,45.31,0.31,24,22,0.01,0.55,3.59,3.91,,,
2021-03-05 14时,44.8,15.46,3,30.57,28.62,45.35,0.35,25.2,23,0.01,0.58,3.86,4.23,,,
2021-03-05 15时,41.71,15.28,3,30.95,29.03,45.44,0.34,25.2,23,0.01,0.58,3.75,4.11,,,
2021-03-05 16时,60.8,12.04,4,31.57,29.41,45.11,0.38,31.2,29,0.01,0.72,3.38,3.64,,,
2021-03-05 17时,77,6.74,6,33.17,30.26,45.07,0.52,44.4,43,0.01,1.02,3.25,3.36,5,1,
2021-03-05 18时,89.36,2,9,34.57,31.13,45.21,0.62,66,64,0.01,1.52,2.61,2.69,2893,8,
2021-03-05 19时,94.66,-0.43,12,37.07,33.01,45.26,0.75,93.6,91,0.02,2.16,2.23,2.29,3607,11,
2021-03-05 20时,95.09,-1.48,9,39.65,36.2,45.16,0.62,73.2,71,0.01,1.69,2.35,2.43,2484,8,
2021-03-05 21时,95.11,-1.91,5,37.92,35.82,45.22,0.38,42,41,0.01,0.97,2.51,2.57,1885,6,
2021-03-05 22时,95.1,-2.29,6,36.18,33.83,45.05,0.43,49.2,47,0.01,1.14,2.43,2.54,1941,5,
2021-03-05 23时,95.04,-2.69,7,35.8,33.22,44.95,0.45,52.8,52,0.01,1.22,2.37,2.4,2930,8,
2021-03-06 00时,94.98,-2.78,9,36.13,33.28,,,,,,,,,3121,8,
2021-03-06 01时,94.88,-3.12,9,36.93,33.85,45.41,0.52,61.2,60,0.01,1.41,2.36,2.41,3216,8,
2021-03-06 02时,94.77,-3.89,8,37.02,34.03,45.26,0.55,64.8,62,0.01,1.5,2.36,2.46,1895,5,
2021-03-06 03时,93.96,-4.5,9,37.16,34.18,45.21,0.55,67.2,65,0.01,1.55,2.27,2.35,2406,6,
2021-03-06 04时,91.69,-4.95,8,37.16,34.54,45.14,0.47,57.6,56,0.01,1.33,2.27,2.33,3111,9,
2021-03-06 05时,89.58,-5.28,8,37.21,34.34,45.12,0.52,63.6,62,0.01,1.47,2.27,2.33,2114,6,
2021-03-06 06时,88.05,-5.6,9,37.96,34.61,45.15,0.62,73.2,72,0.01,1.69,2.35,2.39,2966,8,
2021-03-06 07时,87.22,-5.6,11,39.12,35.62,45.11,0.65,86.4,85,0.01,1.99,2.09,2.12,2798,7,
2021-03-06 08时,85.79,-5.63,9,39.88,36.32,45.07,0.65,72,71,0.01,1.66,2.51,2.54,1875,5,
2021-03-06 09时,82.58,-5.55,9,37.55,34.18,45.27,0.62,72,70,0.01,1.66,2.39,2.46,3114,8,
2021-03-06 10时,76.76,-5.38,12,37.89,33.64,45.14,0.78,91.2,90,0.02,2.1,2.38,2.41,1752,5,
2021-03-06 11时,72.8,-5.01,11,39.19,34.79,45.26,0.81,88.8,87,0.02,2.05,2.53,2.59,,,
2021-03-06 12时,72.11,-4.66,9,38.96,35.51,45.22,0.64,72,69,0.01,1.66,2.47,2.58,1433,4,
2021-03-06 13时,68.03,-3.74,13,40.48,35.76,45.23,0.86,110.4,109,0.02,2.55,2.16,2.19,3072,8,
2021-03-06 14时,66.07,-3.58,12,43.25,38.3,45.14,0.91,109.2,107,0.02,2.52,2.31,2.36,787,2,
2021-03-06 15时,67.11,-3.66,7,42.73,39.66,45.1,0.57,63.6,61,0.01,1.47,2.49,2.6,321,1,
